"","year","variable","Coverage","dlm.geomean","dlm.lower","dlm.upper","fixed.effects","lower.whisker","q.25","median","q.75","upper.whisker"
"1",1800,"BvB",0.00202020202020202,19.0815965897626,8.7872234450978,41.4359929150964,91.1852284939696,2,2,2,2,2
"2",1801,"BvB",0.00202020202020202,19.0148497939066,8.79400163809819,41.1149016755268,91.1852284921186,2,2,2,2,2
"3",1802,"BvB",0.00202020202020202,18.9429761029627,8.79773290323623,40.7873650614486,91.1852284921162,2,2,2,2,2
"4",1803,"BvB",0.00202020202020202,18.8660117831972,8.79843939412974,40.4533559486932,91.185228492121,2,2,2,2,2
"5",1804,"BvB",0.00202020202020202,18.7830822027922,8.79580202215859,40.1105181935719,91.0912700811207,1.9979381443299,1.9979381443299,1.9979381443299,1.9979381443299,1.9979381443299
"6",1805,"BvB",0.00202020202020202,18.6951562886358,8.79019295331346,39.7612282816581,90.9973116701321,1.99587628865979,1.99587628865979,1.99587628865979,1.99587628865979,1.99587628865979
"7",1806,"BvB",0.00202020202020202,18.6022851340359,8.78164263409267,39.40549924732,90.9033532591343,1.99381443298969,1.99381443298969,1.99381443298969,1.99381443298969,1.99381443298969
"8",1807,"BvB",0.00202020202020202,18.5036186841645,8.769840393686,39.0410644936556,90.7154364371488,1.98969072164948,1.98969072164948,1.98969072164948,1.98969072164948,1.98969072164948
"9",1808,"BvB",0.00202020202020202,18.4001302067248,8.75516574072945,38.6702892498549,90.5275196151666,1.98556701030928,1.98556701030928,1.98556701030928,1.98556701030928,1.98556701030928
"10",1809,"BvB",0.00202020202020202,18.290987154951,8.73731373117814,38.2909692150279,90.2456443821838,1.97938144329897,1.97938144329897,1.97938144329897,1.97938144329897,1.97938144329897
"11",1810,"BvB",0.00202020202020202,18.177167835099,8.7166692623997,37.9054683112292,89.9637691492099,1.97319587628866,1.97319587628866,1.97319587628866,1.97319587628866,1.97319587628866
"12",1811,"BvB",0.00202020202020202,18.0587490830788,8.69327577248184,37.513870142934,89.6818939162287,1.96701030927835,1.96701030927835,1.96701030927835,1.96701030927835,1.96701030927835
"13",1812,"BvB",0.00202020202020202,17.9358099557604,8.66717802574197,37.1162652726998,89.4000186832475,1.96082474226804,1.96082474226804,1.96082474226804,1.96082474226804,1.96082474226804
"14",1813,"BvB",0.00202020202020202,17.8075454450926,8.63807902313631,36.7105549659468,89.024185039283,1.95257731958763,1.95257731958763,1.95257731958763,1.95257731958763,1.95257731958763
"15",1814,"BvB",0.00202020202020202,17.6749377115378,8.60637145793013,36.2990866283009,88.6483513953051,1.94432989690722,1.94432989690722,1.94432989690722,1.94432989690722,1.94432989690722
"16",1815,"BvB",0.00202020202020202,17.5380787164617,8.57210612073604,35.8819875457159,88.272517751341,1.9360824742268,1.9360824742268,1.9360824742268,1.9360824742268,1.9360824742268
"17",1816,"BvB",0.00202020202020202,17.3970623313131,8.53533480784205,35.4593914091711,87.8966841073678,1.92783505154639,1.92783505154639,1.92783505154639,1.92783505154639,1.92783505154639
"18",1817,"BvB",0.00202020202020202,17.251984285391,8.49611024962813,35.0314382745217,87.5208504633994,1.91958762886598,1.91958762886598,1.91958762886598,1.91958762886598,1.91958762886598
"19",1818,"BvB",0.00202020202020202,17.1029421136815,8.45448604143024,34.5982745149171,87.145016819427,1.91134020618557,1.91134020618557,1.91134020618557,1.91134020618557,1.91134020618557
"20",1819,"BvB",0.00202020202020202,16.9491687284663,8.41017411460861,34.1579516275437,86.6752247644616,1.90103092783505,1.90103092783505,1.90103092783505,1.90103092783505,1.90103092783505
"21",1820,"BvB",0.00202020202020202,16.7925078946489,8.36391720625278,33.7148628373597,86.2993911204868,1.89278350515464,1.89278350515464,1.89278350515464,1.89278350515464,1.89278350515464
"22",1821,"BvB",0.00202020202020202,16.6313331896833,8.31508639674584,33.2649873336869,85.8295990655283,1.88247422680412,1.88247422680412,1.88247422680412,1.88247422680412,1.88247422680412
"23",1822,"BvB",0.00202020202020202,16.4674761208677,8.26442463412167,32.8126617153388,85.4537654215531,1.87422680412371,1.87422680412371,1.87422680412371,1.87422680412371,1.87422680412371
"24",1823,"BvB",0.00202020202020202,16.2993294338618,8.21130546688764,32.3539467706896,84.9839733665894,1.8639175257732,1.8639175257732,1.8639175257732,1.8639175257732,1.8639175257732
"25",1824,"BvB",0.00202020202020202,16.1278648761403,8.15613060958679,31.8911059562124,84.5141813116248,1.85360824742268,1.85360824742268,1.85360824742268,1.85360824742268,1.85360824742268
"26",1825,"BvB",0.00202020202020202,15.9540379013007,8.09930043440948,31.4263345849939,84.1383476676563,1.84536082474227,1.84536082474227,1.84536082474227,1.84536082474227,1.84536082474227
"27",1826,"BvB",0.00202020202020202,15.7762719187385,8.04019252155039,30.9558203969455,83.6685556126944,1.83505154639175,1.83505154639175,1.83505154639175,1.83505154639175,1.83505154639175
"28",1827,"BvB",0.00202020202020202,15.5955292864137,7.97920836226175,30.4817875008398,83.1987635577334,1.82474226804124,1.82474226804124,1.82474226804124,1.82474226804124,1.82474226804124
"29",1828,"BvB",0.00202020202020202,15.4119279347696,7.91640910475179,30.004452716315,82.7289715027706,1.81443298969072,1.81443298969072,1.81443298969072,1.81443298969072,1.81443298969072
"30",1829,"BvB",0.00202020202020202,15.2247658381163,7.85151846976303,29.5221231049934,82.1652210368089,1.8020618556701,1.8020618556701,1.8020618556701,1.8020618556701,1.8020618556701
"31",1830,"BvB",0.00202020202020202,15.0358156072592,7.7852761678974,29.0388864954748,81.6954289818517,1.79175257731959,1.79175257731959,1.79175257731959,1.79175257731959,1.79175257731959
"32",1831,"BvB",0.00202020202020202,14.8443714480913,7.71740538033373,28.5530373006504,81.225636926883,1.78144329896907,1.78144329896907,1.78144329896907,1.78144329896907,1.78144329896907
"33",1832,"BvB",0.00202020202020202,14.6505545776636,7.64796768177242,28.0648086346719,80.7558448719186,1.77113402061856,1.77113402061856,1.77113402061856,1.77113402061856,1.77113402061856
"34",1833,"BvB",0.00202020202020202,14.4536883919352,7.57669022160927,27.572607830176,80.1920944059638,1.75876288659794,1.75876288659794,1.75876288659794,1.75876288659794,1.75876288659794
"35",1834,"BvB",0.00202020202020202,14.2555040367275,7.50430663450711,27.0803693450758,79.7223023510056,1.74845360824742,1.74845360824742,1.74845360824742,1.74845360824742,1.74845360824742
"36",1835,"BvB",0.00202020202020202,14.0545331765467,7.4302102591103,26.5846989415214,79.1585518850461,1.7360824742268,1.7360824742268,1.7360824742268,1.7360824742268,1.7360824742268
"37",1836,"BvB",0.00202020202020202,13.8524842452844,7.35513106867872,26.0894493890131,78.6887598300617,1.72577319587629,1.72577319587629,1.72577319587629,1.72577319587629,1.72577319587629
"38",1837,"BvB",0.00202020202020202,13.6479137913626,7.2784657182586,25.5913207627267,78.1250093641079,1.71340206185567,1.71340206185567,1.71340206185567,1.71340206185567,1.71340206185567
"39",1838,"BvB",0.00202020202020202,13.4417379594815,7.20061011239893,25.0923625291485,77.5612588981538,1.70103092783505,1.70103092783505,1.70103092783505,1.70103092783505,1.70103092783505
"40",1839,"BvB",0.00202020202020202,13.2348477498783,7.12195608028731,24.5945345615488,77.0914668431926,1.69072164948454,1.69072164948454,1.69072164948454,1.69072164948454,1.69072164948454
"41",1840,"BvB",0.00202020202020202,13.025838202353,7.04190538485323,24.0946805730784,76.5277163772351,1.67835051546392,1.67835051546392,1.67835051546392,1.67835051546392,1.67835051546392
"42",1841,"BvB",0.00202020202020202,12.8156066052645,6.96085016615185,23.5947863753108,75.9639659112785,1.6659793814433,1.6659793814433,1.6659793814433,1.6659793814433,1.6659793814433
"43",1842,"BvB",0.00202020202020202,12.6042822203883,6.87885237974895,23.0951213256004,75.4002154453217,1.65360824742268,1.65360824742268,1.65360824742268,1.65360824742268,1.65360824742268
"44",1843,"BvB",0.00202020202020202,12.3919939807142,6.79597357009836,22.5959552717676,74.8364649793644,1.64123711340206,1.64123711340206,1.64123711340206,1.64123711340206,1.64123711340206
"45",1844,"BvB",0.00202020202020202,12.1781431013417,6.71195128319321,22.0959841839315,74.1787561024193,1.62680412371134,1.62680412371134,1.62680412371134,1.62680412371134,1.62680412371134
"46",1845,"BvB",0.00202020202020202,11.9643243059462,6.62749657208187,21.5986616576839,73.6150056364646,1.61443298969072,1.61443298969072,1.61443298969072,1.61443298969072,1.61443298969072
"47",1846,"BvB",0.00202020202020202,11.7499303589652,6.54234482076491,21.1026577202622,73.0512551705085,1.6020618556701,1.6020618556701,1.6020618556701,1.6020618556701,1.6020618556701
"48",1847,"BvB",0.00202020202020202,11.5343819768263,6.45623530634399,20.6067408132736,72.3935462935576,1.58762886597938,1.58762886597938,1.58762886597938,1.58762886597938,1.58762886597938
"49",1848,"BvB",0.00202020202020202,11.3185300304139,6.36955162179739,20.112737859126,71.7358374166123,1.57319587628866,1.57319587628866,1.57319587628866,1.57319587628866,1.57319587628866
"50",1849,"BvB",0.00202020202020202,11.1031962288447,6.28267287512009,19.6223755313497,71.1720869506581,1.56082474226804,1.56082474226804,1.56082474226804,1.56082474226804,1.56082474226804
"51",1850,"BvB",0.00202020202020202,10.8871134631139,6.1950189766613,19.1329905534197,70.5143780737096,1.54639175257732,1.54639175257732,1.54639175257732,1.54639175257732,1.54639175257732
