"","year","variable","Coverage","dlm.geomean","dlm.lower","dlm.upper","fixed.effects","lower.whisker","q.25","median","q.75","upper.whisker"
"36",1907,"SSBvSSB",0.0202127659574468,1.84451714512735,1.50682831672391,2.25788396787351,1.65084887932156,1.91044776119403,1.91547831253714,1.94428969359331,2,2
"37",1908,"SSBvSSB",0.0202127659574468,1.85785648079983,1.52185095482576,2.26804779555112,1.64642427500602,1.90686274509804,1.90967741935484,1.93593314763231,1.99748427672956,2
"38",1909,"SSBvSSB",0.0202127659574468,1.87986186548276,1.5454835481091,2.28658573403775,1.64202146382384,1.89677419354839,1.90062590274434,1.92757660167131,1.99622641509434,2
"39",1910,"SSBvSSB",0.0265957446808511,1.91246776167909,1.58159278558149,2.31256298890938,1.93858679810036,1.87096774193548,1.90196078431373,1.97866666666667,2,2
"40",1911,"SSBvSSB",0.0265957446808511,1.92263679754346,1.59394311765406,2.31911177652854,1.93392630562326,1.84516129032258,1.89850746268657,1.97333333333333,2,2
"41",1912,"SSBvSSB",0.0265957446808511,1.92602779072868,1.60105625503023,2.31695984385581,1.93042771495098,1.81935483870968,1.89253731343284,1.968,2,2
"42",1913,"SSBvSSB",0.0276595744680851,1.92279447568338,1.60442751619142,2.30433507179855,1.97600629594313,1.78064516129032,1.8865671641791,1.96623899371069,2,2
"43",1914,"SSBvSSB",0.0297872340425532,1.90661823994563,1.5990523207454,2.27334219508141,1.92109786834872,1.75483870967742,1.8806394165536,1.97238993710692,2,2
"44",1915,"SSBvSSB",0.0351063829787234,1.88512753778624,1.59151660548436,2.23290528133602,1.86110101821954,1.71612903225806,1.88059701492537,1.96694214876033,2,2
"45",1916,"SSBvSSB",0.0446808510638298,1.86130580116831,1.58194891551921,2.18999441225682,1.76820452938006,1.74864572047671,1.87465181058496,1.99048120300752,2,2
"46",1917,"SSBvSSB",0.0468085106382979,1.84604389270493,1.57278032947404,2.1667857805246,1.77447847379416,1.74647887323944,1.87310386841304,1.99044246702383,2,2
"47",1918,"SSBvSSB",0.0468085106382979,1.82891235729055,1.55962197137612,2.14469946694756,1.76588322368151,1.74647887323944,1.86331607269774,1.98304724074337,2,2
"48",1919,"SSBvSSB",0.0468085106382979,1.81040621760713,1.54480428025872,2.12167373863156,1.75806023737533,1.63333333333333,1.84167561761547,1.96686092358587,1.99716708765777,2
"49",1920,"SSBvSSB",0.0468085106382979,1.78951081937439,1.52791734663986,2.09589149550562,1.75241115139659,1.63833333333333,1.82943849875385,1.96247107438017,1.99433417531554,2
"50",1921,"SSBvSSB",0.0468085106382979,1.76441190807819,1.50782015092549,2.06466890594165,1.74843294044245,1.57746478873239,1.81645967285903,1.952,1.99291170020886,2
"51",1922,"SSBvSSB",0.05,1.73232995613184,1.48304364271163,2.02351905937488,1.62146508973176,1.47038327526132,1.77841136454582,1.92533333333333,1.98679130258078,2
"52",1923,"SSBvSSB",0.051063829787234,1.69907185681694,1.45555604984968,1.98332807240608,1.50591222031186,1.45806451612903,1.76670668267307,1.92493081761006,1.98917727009832,2
"53",1924,"SSBvSSB",0.051063829787234,1.72675202469724,1.48012077708841,2.01447922423017,1.64817196543985,1.43225806451613,1.75255102040816,1.91959595959596,1.99093698854337,2
"54",1925,"SSBvSSB",0.051063829787234,1.73457699384152,1.48753531819029,2.02264599083582,1.66960286357238,1.38064516129032,1.74073746508354,1.91089855072464,1.98848872180451,2
"55",1926,"SSBvSSB",0.051063829787234,1.73439413530488,1.48852718816545,2.02087206770294,1.64941025876788,1.47038327526132,1.72429216334852,1.90572873940388,1.9858045212766,2
"56",1927,"SSBvSSB",0.0531914893617021,1.74079032453132,1.49642399227483,2.02506172690749,1.69439011878388,1.47038327526132,1.7,1.90989855072464,1.98871650211566,2
"57",1928,"SSBvSSB",0.0553191489361702,1.73792532208683,1.49633602977871,2.01852014857737,1.69689354863758,1.416,1.6903340723476,1.90744400527009,1.98654575105783,2
"58",1929,"SSBvSSB",0.0574468085106383,1.73133021241932,1.49275063044156,2.00804088995711,1.68287254889817,1.31510791366906,1.68245125348189,1.9075652173913,1.99115044247788,2
"59",1930,"SSBvSSB",0.0574468085106383,1.7017858706927,1.46851895760859,1.97210606964546,1.57155445190568,1.246,1.66852367688022,1.893,1.98589562764457,2
"60",1931,"SSBvSSB",0.0606382978723404,1.70278955141264,1.4717524694376,1.97009505104351,1.6185269335969,1.17,1.65459610027855,1.90579710144928,1.98780487804878,2
"61",1932,"SSBvSSB",0.0617021276595745,1.71863757339718,1.48633183590212,1.98725145848728,1.70777696109078,1.46341463414634,1.64902506963788,1.9124945103206,1.99375,2
"62",1933,"SSBvSSB",0.0617021276595745,1.68704654152534,1.45947253002951,1.95010592848573,1.59928204554881,1.036,1.60544217687075,1.90825569358178,1.98780487804878,2
"63",1934,"SSBvSSB",0.0617021276595745,1.68659585773281,1.45942459190955,1.94912817221992,1.64135185507023,1.07483870967742,1.61264016309888,1.89689855072464,1.98709677419355,2
"64",1935,"SSBvSSB",0.0627659574468085,1.66515871541676,1.44165371718972,1.92331453418192,1.58462817386087,1.08387096774194,1.62033653341057,1.90579710144928,1.98676105678003,2
"65",1936,"SSBvSSB",0.0627659574468085,1.65806911947342,1.43574289022397,1.91482278872542,1.59816803459178,1.10193548387097,1.61185980628007,1.90042674253201,1.98185931715343,2
"66",1937,"SSBvSSB",0.0627659574468085,1.64007067891157,1.42051371691352,1.89356273001707,1.56354040298371,1.13935483870968,1.59087186629526,1.89189189189189,1.97740428492109,2
"67",1938,"SSBvSSB",0.0627659574468085,1.6257972127631,1.40875690310933,1.87627586505116,1.54188653078388,1.16645161290323,1.57042867405496,1.85066666666667,1.97740428492109,2
"68",1939,"SSBvSSB",0.0627659574468085,1.62831035421355,1.41202587250839,1.8777238160155,1.59441162202593,0.928333333333333,1.54066540026521,1.84,1.97413655288418,2
"69",1940,"SSBvSSB",0.0680851063829787,1.59724355020279,1.38819187165927,1.8377769029976,1.51168828110295,0.995,1.51254126918922,1.84886694042603,1.97489161732303,2
"70",1941,"SSBvSSB",0.0680851063829787,1.59440509142842,1.38616537717403,1.83392807051314,1.55011430016539,0.765467625899281,1.48340774364493,1.84585737674119,1.97372181508284,2
"71",1942,"SSBvSSB",0.0680851063829787,1.57848824459018,1.37288685010721,1.81488018339954,1.54444095468455,0.743884892086331,1.47419872982924,1.84127548601233,1.96401300904977,2
"72",1943,"SSBvSSB",0.0680851063829787,1.56334766061779,1.36057939724377,1.79633464457145,1.57072802297513,1.0969696969697,1.49811138110196,1.83700806069227,1.95176911157025,2
"73",1944,"SSBvSSB",0.0691489361702128,1.51873119146069,1.32416472757958,1.74188632567769,1.50195268926004,1.06060606060606,1.47735191637631,1.83647798742138,1.94470046082949,2
"74",1945,"SSBvSSB",0.075531914893617,1.47140327766012,1.28721960398674,1.68194113794063,1.45854757215021,0.786729857819905,1.47867595818815,1.85,1.95414020742744,2
"75",1946,"SSBvSSB",0.0787234042553192,1.43244288515386,1.25612813755452,1.6335058167096,1.49146451387673,0.745112781954887,1.44705882352941,1.8194097525254,1.93794076163611,2
"76",1947,"SSBvSSB",0.0808510638297872,1.36738871508258,1.20294204765914,1.55431585567537,1.5097334142885,0.829383886255924,1.48519891685188,1.83603669058215,1.95238095238095,2
"77",1948,"SSBvSSB",0.0957446808510638,1.24845445643537,1.10566236644146,1.40968760183977,1.22656631733204,9.09090909090909e-05,1.14626865671642,1.65967017988826,1.91304347826087,2
"78",1949,"SSBvSSB",0.1,1.18277710486147,1.05198477350215,1.32983073046506,1.1839844198961,2.64496439471007e-05,0.827338129496403,1.61455463728191,1.90973201692525,2
"79",1950,"SSBvSSB",0.128723404255319,1.14208236881272,1.02469143663438,1.27292186752048,1.1537640398935,0,0.816,1.64030335861322,1.94545454545455,2
"80",1951,"SSBvSSB",0.135106382978723,1.07891407719071,0.971544501458091,1.19814952811042,1.05376338992895,0,0.626952362358454,1.54661016949153,1.92762353762878,2
"81",1952,"SSBvSSB",0.162765957446809,1.04435661562456,0.946812102840545,1.15195056899529,0.967792069095215,0,0.514285714285714,1.41522029372497,1.88717948717949,2
"82",1953,"SSBvSSB",0.190425531914894,1.05437823228481,0.960438226383791,1.15750646546195,1.02333746757773,0,0.298538847117794,1.192,1.86436781609195,2
"83",1954,"SSBvSSB",0.187234042553191,0.949393102041224,0.865076914882035,1.04192730923396,0.840135086569066,0,0.233228234952373,1.16271428571429,1.81371713729309,2
"84",1955,"SSBvSSB",0.192553191489362,0.954470084160879,0.870604856443751,1.04641403596045,0.932430170045724,0,0.27005076142132,1.18490566037736,1.82290076335878,2
"85",1956,"SSBvSSB",0.202127659574468,0.877652973094067,0.802276379457454,0.960111453987665,0.824176486700686,0,0.28131021194605,1.00468937048504,1.78846153846154,2
"86",1957,"SSBvSSB",0.219148936170213,0.914115834088746,0.83727032946129,0.99801429565694,0.941221721500599,0,0.2418410041841,0.917746356260159,1.75778546712803,2
"87",1958,"SSBvSSB",0.208510638297872,0.820267399064696,0.752235288715206,0.894452329027994,0.808214872844637,0,0.234631477309302,0.864798052501074,1.73786743709477,2
"88",1959,"SSBvSSB",0.230851063829787,0.786091358560327,0.723718922198266,0.853839253126415,0.856360365466578,0,0.260886319845857,0.792924037460978,1.68936170212766,2
"89",1960,"SSBvSSB",0.288297872340426,0.660345838072282,0.612113457767173,0.712378759731902,0.567329747100799,0,0.0960480663450961,0.666666666666667,1.54048175693839,2
"90",1961,"SSBvSSB",0.321276595744681,0.727109841424233,0.677396986463466,0.780471026681319,0.676631527588998,0,0.1664,0.497825024437928,1.5187969924812,2
"91",1962,"SSBvSSB",0.34468085106383,0.796470086885151,0.744627082426462,0.851922545223149,0.82522763890955,0,0.180696889317579,0.688461538461538,1.55903451768082,2
"92",1963,"SSBvSSB",0.357446808510638,0.796724225700403,0.745419485707988,0.851560100035502,0.849916652437873,0,0.20750047160913,0.657085496711665,1.50480866852491,2
"93",1964,"SSBvSSB",0.345744680851064,0.732760373392878,0.685676776992651,0.783077074842546,0.702432164271831,0,0.186872586872587,0.607936507936508,1.46699875466999,2
"94",1965,"SSBvSSB",0.382978723404255,0.689855823232681,0.647364765123042,0.735135865415208,0.656023980928266,0,0.154528914879792,0.430851345624073,1.36829549826856,2
"95",1966,"SSBvSSB",0.375531914893617,0.74359101411337,0.697728694086186,0.792467904726663,0.759695881373517,0,0.212429378531073,0.548387096774194,1.42982456140351,2
"96",1967,"SSBvSSB",0.38936170212766,0.621745725736058,0.583729631367038,0.662237663977677,0.585609176146296,0,0.135820895522388,0.488639503889463,1.39277108433735,2
"97",1968,"SSBvSSB",0.402127659574468,0.695638921775545,0.655167967808918,0.738609842461312,0.689192803222359,0,0.220731707317073,0.553571428571429,1.42291371994342,2
"98",1969,"SSBvSSB",0.426595744680851,0.645674312406644,0.608980584374833,0.684578997095234,0.592036854342874,0.000833333333333333,0.15527950310559,0.458883248730964,1.22222222222222,2
"99",1970,"SSBvSSB",0.430851063829787,0.722995862556784,0.68288592044192,0.765461699570486,0.714162894198645,4.42307692307692e-05,0.240924092409241,0.583035714285714,1.36979166666667,2
"100",1971,"SSBvSSB",0.462765957446808,0.720705982115744,0.68245924742086,0.761096160130284,0.714962718540046,0,0.214962686567164,0.603588907014682,1.38683943089431,2
"101",1972,"SSBvSSB",0.463829787234043,0.649823645581166,0.615822097577769,0.685702530028277,0.594641360926009,5.76923076923077e-06,0.170974401321222,0.524011346570999,1.34813186813187,2
"102",1973,"SSBvSSB",0.5,0.684866462171131,0.651085192886182,0.720400457776645,0.655893501207988,0,0.222222222222222,0.52684348586418,1.38271604938272,2
"103",1974,"SSBvSSB",0.509574468085106,0.693907552819224,0.660582885050448,0.72891336235996,0.648261975629655,0,0.212163622916311,0.6,1.36252619227223,2
"104",1975,"SSBvSSB",0.537234042553192,0.749260633984913,0.71479955321562,0.785383112110214,0.726115743433966,0,0.220754716981132,0.636678200692042,1.39130434782609,2
"105",1976,"SSBvSSB",0.545744680851064,0.750451755150332,0.716635238745975,0.785864002157788,0.699991497108725,1.34615384615385e-05,0.26,0.648366013071895,1.33848133848134,2
"106",1977,"SSBvSSB",0.578723404255319,0.853297025085897,0.816929927625346,0.891283068961534,0.82387027048824,0.00263598326359833,0.321261261261261,0.751794575323987,1.35439153439153,2
"107",1978,"SSBvSSB",0.587234042553191,0.86298606711574,0.827261902193148,0.90025293085721,0.840445362940338,0.001,0.36480980511235,0.741289868067119,1.40718232044199,2
"108",1979,"SSBvSSB",0.60531914893617,0.90535834457502,0.869166516723692,0.943057189065871,0.874501071688476,0,0.367088607594937,0.804812834224599,1.408,2
