"","year","Coverage","variable","dlm.geomean","dlm.lower","dlm.upper","fixed.effects","lower.whisker","q.25","median","q.75","upper.whisker","N","Ntotal"
"47",1846,0.00202020202020202,"BvB",12.1120045101309,6.74064137574961,21.7636045408389,75.483851290977,1.58571428681262,1.58571428681262,1.58571428681262,1.58571428681262,1.58571428681262,1,495
"48",1847,0.00202020202020202,"BvB",11.8903203329573,6.65224453107729,21.2529345486105,74.80424517509,1.57142857251701,1.57142857251701,1.57142857251701,1.57142857251701,1.57142857251701,1,495
"49",1848,0.00202020202020202,"BvB",11.6683197456915,6.56325475338141,20.744232976413,74.1246390592055,1.5571428582214,1.5571428582214,1.5571428582214,1.5571428582214,1.5571428582214,1,495
"50",1849,0.00202020202020202,"BvB",11.4468476408538,6.47406164889831,20.2392760555836,73.5421195313077,1.54489796025373,1.54489796025373,1.54489796025373,1.54489796025373,1.54489796025373,1,495
"51",1850,0.00202020202020202,"BvB",11.2246005332757,6.38406872418848,19.7353228129025,72.8625134154248,1.53061224595812,1.53061224595812,1.53061224595812,1.53061224595812,1.53061224595812,1,495
"52",1851,0.00202020202020202,"BvB",11.002428122448,6.29366522329358,19.2341696443595,72.1829072995427,1.51632653166251,1.51632653166251,1.51632653166251,1.51632653166251,1.51632653166251,1,495
"53",1852,0.00202020202020202,"BvB",10.780459785452,6.20291132856247,18.736091333532,71.5033011836613,1.5020408173669,1.5020408173669,1.5020408173669,1.5020408173669,1.5020408173669,1,495
"54",1853,0.00202020202020202,"BvB",10.5588233710324,6.11186652054287,18.2413589377206,70.8236950677806,1.4877551030713,1.4877551030713,1.4877551030713,1.4877551030713,1.4877551030713,1,495
"55",1854,0.00202020202020202,"BvB",10.3369711974957,6.02026697249006,17.748876258499,70.0470023639139,1.47142857244774,1.47142857244774,1.47142857244774,1.47142857244774,1.47142857244774,1,495
"56",1855,0.00202020202020202,"BvB",10.1163879363498,5.92881904100882,17.2616678247124,69.3673962480329,1.45714285815213,1.45714285815213,1.45714285815213,1.45714285815213,1.45714285815213,1,495
"57",1856,0.00202020202020202,"BvB",9.89585549557495,5.83693538906362,16.7772897011647,68.5907035442105,1.44081632752858,1.44081632752858,1.44081632752858,1.44081632752858,1.44081632752858,1,495
"58",1857,0.00202020202020202,"BvB",9.67617299344725,5.74499725977214,16.2973661370957,67.8140108403411,1.42448979690503,1.42448979690503,1.42448979690503,1.42448979690503,1.42448979690503,1,495
"59",1858,0.00202020202020202,"BvB",9.45746334310072,5.65306251378448,15.8221517395206,67.0373181364767,1.40816326628147,1.40816326628147,1.40816326628147,1.40816326628147,1.40816326628147,1,495
"60",1859,0.00202020202020202,"BvB",9.23984707389039,5.56118823883164,15.351894286322,66.2606254326128,1.39183673565792,1.39183673565792,1.39183673565792,1.39183673565792,1.39183673565792,1,495
"61",1860,0.00202020202020202,"BvB",9.0234422438495,5.46943076879591,14.8868343654001,65.4839327287443,1.37551020503437,1.37551020503437,1.37551020503437,1.37551020503437,1.37551020503437,1,495
"62",1861,0.00202020202020202,"BvB",8.80836435397887,5.3778457102318,14.4272050134925,64.7072400248781,1.35918367441081,1.35918367441081,1.35918367441081,1.35918367441081,1.35918367441081,1,495
"63",1862,0.00202020202020202,"BvB",8.59411147945235,5.28616966049859,13.9720737064441,63.8334607330288,1.34081632745932,1.34081632745932,1.34081632745932,1.34081632745932,1.34081632745932,1,495
"64",1863,0.00202020202020202,"BvB",8.38142724116388,5.19477765724502,13.5228737847809,62.9596814411841,1.32244898050782,1.32244898050782,1.32244898050782,1.32244898050782,1.32244898050782,1,495
"65",1864,0.00202020202020202,"BvB",8.17042289892783,5.10372524774525,13.0798205441831,62.0859021493306,1.30408163355632,1.30408163355632,1.30408163355632,1.30408163355632,1.30408163355632,1,495
"66",1865,0.00202020202020202,"BvB",7.96120651409744,5.01306737745218,12.643119349479,61.2121228574785,1.28571428660482,1.28571428660482,1.28571428660482,1.28571428660482,1.28571428660482,1,495
"67",1866,0.00202020202020202,"BvB",7.75329519117729,4.92253910562833,12.2119063011201,60.2412569776507,1.26530612332538,1.26530612332538,1.26530612332538,1.26530612332538,1.26530612332538,1,495
"68",1867,0.00202020202020202,"BvB",7.54739527690939,4.83251474816748,11.787480935783,59.2703910978162,1.24489796004594,1.24489796004594,1.24489796004594,1.24489796004594,1.24489796004594,1,495
"69",1868,0.00202020202020202,"BvB",7.34360847543985,4.74304979340896,11.3700230420293,58.2995252179865,1.2244897967665,1.2244897967665,1.2244897967665,1.2244897967665,1.2244897967665,1,495
"70",1869,0.00202020202020202,"BvB",7.14146294932745,4.65387676681886,10.95871154566,57.2315727501695,1.20204081715911,1.20204081715911,1.20204081715911,1.20204081715911,1.20204081715911,1,495
"71",1870,0.00202020202020202,"BvB",6.94220231945722,4.56569738419893,10.5557090163419,56.2607068703369,1.18163265387967,1.18163265387967,1.18163265387967,1.18163265387967,1.18163265387967,1,495
"72",1871,0.00202020202020202,"BvB",6.74478245990896,4.47791952667431,10.1592023171711,55.1927544025203,1.15918367427228,1.15918367427228,1.15918367427228,1.15918367427228,1.15918367427228,1,495
"73",1872,0.00404040404040404,"BvB",6.54930928023408,4.39237331201721,9.76543863674039,17.8189137580595,1.13469387833695,1.13469387833695,1.40829685269062,1.68189982704428,1.68189982704428,2,495
"74",1873,0.00404040404040404,"BvB",6.37101761100055,4.30712522324196,9.42388792892521,17.6257456054967,1.11020408240163,1.11020408240163,1.39605195472295,1.68189982704428,1.68189982704428,2,495
"75",1874,0.00404040404040404,"BvB",6.19512637246415,4.22265738871079,9.08896631618942,17.4304368500117,1.08571428646629,1.08571428646629,1.38380705675529,1.68189982704428,1.68189982704428,2,495
"76",1875,0.00404040404040404,"BvB",6.01976710220254,4.13784958038881,8.75759141572153,17.1734976052816,1.05918367420302,1.05918367420302,1.36635792020812,1.67353216621322,1.67353216621322,2,495
"77",1876,0.00808080808080808,"BvB",5.84689941208631,4.056947727997,8.42658940344142,8.50285542290353,1.03265306193975,1.34890878366095,2.65488503118123,3.98763673895639,4.33066792093247,4,495
"78",1877,0.00808080808080808,"BvB",5.70775383198356,3.98241129787007,8.18058491948007,8.43285800476438,1.00408163334853,1.33043923894981,2.6507012007657,3.98763673895639,4.33066792093247,4,495
"79",1878,0.00808080808080808,"BvB",5.57165185412098,3.90932703417037,7.94083076503671,8.36790042513127,0.973469388429366,1.31513311649022,2.6507012007657,3.98763673895639,4.33066792093247,4,495
"80",1879,0.00808080808080808,"BvB",5.43659570887578,3.83647812475552,7.70409003795635,8.29089875168215,0.942857143510204,1.29564316361511,2.64651737035017,3.98763673895639,4.33066792093247,4,495
"81",1880,0.00808080808080808,"BvB",5.30317168174225,3.7643090204264,7.47112676813318,8.20779982459459,0.910204082263097,1.27513280257602,2.64233353993463,3.98763673895639,4.33066792093247,4,495
"82",1881,0.00808080808080808,"BvB",5.17135995525264,3.69287200086446,7.24177923863332,8.11905951618951,0.87755102101599,1.25462244153694,2.63473075496283,3.98421778440013,4.33066792093247,4,495
"83",1882,0.00808080808080808,"BvB",5.03980175047562,3.62131206975408,7.01392235599899,8.01216118644765,0.840816327112995,1.22788743375437,2.62636309413177,3.98421778440013,4.33066792093247,4,495
"84",1883,0.00808080808080808,"BvB",4.91064068455891,3.55112968975284,6.79062553035722,7.90798936252691,0.802040816882056,1.20431584822337,2.62217926371624,3.98421778440013,4.33066792093247,4,495
"85",1884,0.00808080808080808,"BvB",4.78163366029094,3.48085427032406,6.5685083848968,7.78513593379569,0.761224490323173,1.17554002411286,2.61381160288517,3.98421778440013,4.33066792093247,4,495
"86",1885,0.00808080808080808,"BvB",4.65411769549951,3.41145158005189,6.34944129068724,7.65679583666595,0.718367347436346,1.14992762225392,2.60620881791337,3.97762385336224,4.32431796796923,4,495
"87",1886,0.0101010101010101,"BvB",4.52721866996087,3.34339730773513,6.13020439964594,6.42468305933779,0.673469388221574,1.56475257540936,2,3.63092973875525,4.32431796796923,5,495
"88",1887,0.0101010101010101,"BvB",4.41054037809474,3.27770626720689,5.93490228866083,6.31257053968503,0.624489796350914,1.54801725374722,2,3.62409182964272,4.32431796796923,5,495
"89",1888,0.0101010101010101,"BvB",4.29353480671166,3.21173074230379,5.73972185576848,6.18359798160038,0.571428571824366,1.53128193208509,1.99637023593466,3.61725392053018,4.32431796796923,5,495
"90",1889,0.0101010101010101,"BvB",4.17763796123398,3.14655806530346,5.54658727820425,6.04826732095558,0.514285714641929,1.52291427125403,1.99637023593466,3.61725392053018,4.32431796796923,5,495
"91",1890,0.0101010101010101,"BvB",4.05815503874273,3.07874562142956,5.34913381730645,5.87236782932158,0.45102040847566,1.50617894959189,1.98911070780399,3.61041601141765,4.32431796796923,5,495
"92",1891,0.0101010101010101,"BvB",3.93575645725105,3.00871646024315,5.1484342560952,5.66090876868378,0.381632653325559,1.48944362792976,1.98185117967332,3.60357810230512,4.32431796796923,5,495
"93",1892,0.0202020202020202,"BvB",3.8094365634152,2.93951946926671,4.93679565058457,3.72117544108368,0.306122449191625,1.97822141560799,2.25240968434704,3.59674019319258,4.32431796796923,10,495
"94",1893,0.0202020202020202,"BvB",3.71648357212499,2.87926734232209,4.79714055685274,3.59530584040607,0.22040816341797,1.97459165154265,2.25240968434704,3.59674019319258,4.32431796796923,10,495
"95",1894,0.0202020202020202,"BvB",3.67300893924006,2.85782241416024,4.72072533299857,3.60788005520492,0.232653061385635,1.97096188747731,2.25240968434704,3.58990228408005,4.32431796796923,10,495
"96",1895,0.0202020202020202,"BvB",3.63095887437299,2.83802215250488,4.64544025343556,3.61921004456616,0.242857143025355,1.96733212341198,2.25240968434704,3.58306437496752,4.32431796796923,10,495
"97",1896,0.0222222222222222,"BvB",3.54639536799428,2.78588543112401,4.51451447558521,3.49974194610832,1.42250234128123,1.98366606170599,2,3.07258114681245,4.32431796796923,11,495
"98",1897,0.0222222222222222,"BvB",3.42090183130278,2.69849586407542,4.33670086184117,3.26070595891923,1.4057670196191,1.98185117967332,2,3.06677913490204,4.31796801500598,11,495
"99",1898,0.0222222222222222,"BvB",3.37521053269846,2.67533954806977,4.25816833166386,3.23498293986255,1.39739935878803,1.98185117967332,2,3.06097712299162,4.31796801500598,11,495
"100",1899,0.0222222222222222,"BvB",3.3349542976097,2.65737186958218,4.18530815895711,3.21857356061664,1.3806640371259,1.98003629764065,2,3.05517511108121,4.31796801500598,11,495
"101",1900,0.0323232323232323,"BvB",3.30125657452064,2.64878079014245,4.11445711603399,3.01759406936166,1.36392871546377,1.97822141560799,2,2.52972842616956,2.55463748364504,16,495
"102",1901,0.0343434343434343,"BvB",3.28634860867231,2.64617734307921,4.08139205256551,2.95066386605602,1.34719339380164,2,2,2.50481936869408,2.54987136893674,17,495
"103",1902,0.0343434343434343,"BvB",3.27841737685149,2.64791106112495,4.05905645950041,2.95411150660554,1.32209041130844,2,2,2.50481936869408,2.54987136893674,17,495
"104",1903,0.0343434343434343,"BvB",3.27040767919354,2.65014974534212,4.03583473233033,2.95306763094868,1.29698742881524,1.99733333333333,2,2.50481936869408,2.54510525422845,17,495
"105",1904,0.0343434343434343,"BvB",3.26188481381353,2.6526518056864,4.01104001504417,2.94671849185311,1.28025210715311,1.99466666666667,2,2.50481936869408,2.54033913952016,17,495
"106",1905,0.0383838383838384,"BvB",3.25893964561594,2.66168779646421,3.99020787782694,2.95715643103935,1.25514912465991,1.996,2,2.52019619675297,2.7464511041012,19,495
"107",1906,0.0383838383838384,"BvB",3.25532485198096,2.66744837951361,3.97276287455549,2.94899594041691,1.24678146382885,1.99333333333333,2,2.51781313939883,2.7464511041012,19,495
"108",1907,0.0383838383838384,"BvB",3.25381175376467,2.67574922660466,3.95675754053068,2.94071874326508,1.23004614216671,1.992,2,2.51543008204468,2.7464511041012,19,495
"109",1908,0.0383838383838384,"BvB",3.25664743870378,2.68860298087974,3.94470757320427,2.93646679731709,1.22167848133565,1.98327272727273,2,2.51304702469053,2.7464511041012,19,495
"110",1909,0.0383838383838384,"BvB",3.25059026828961,2.69525713633232,3.9203447232785,2.9116014523983,1.21331082050458,1.98060606060606,2,2.51066396733639,2.7464511041012,19,495
"111",1910,0.0505050505050505,"BvB",3.26405514550431,2.72256997802244,3.91323495039486,3.98483101566339,1.88915662650602,2,2,2.50481936869408,3.21874730271306,25,495
"112",1911,0.0505050505050505,"BvB",3.23049352835694,2.70267854263759,3.86138723940559,3.97975148340955,1.87951807228916,1.98787878787879,2,2.50221022185381,3.21874730271306,25,495
"113",1912,0.0505050505050505,"BvB",3.19440559326307,2.68144558512335,3.80549474913209,3.97143151697768,1.21331082050458,1.97604790419162,2,2.50091237676082,3.21874730271306,25,495
"114",1913,0.0505050505050505,"BvB",3.15546959545294,2.65871254609035,3.74504132929668,3.95920424264985,1.21331082050458,1.96407185628743,2,2.50091237676082,3.21874730271306,25,495
"115",1914,0.0545454545454545,"BvB",3.11608999301942,2.63757378740146,3.68141998186981,3.79726201251724,1.22167848133565,1.95461933276305,2,2.48964601253658,3.21874730271306,27,495
"116",1915,0.0646464646464646,"BvB",3.08275305003118,2.62223168435271,3.62415206260556,3.59657764722004,1.23004614216671,1.92828571428571,2,2.4577823254963,3.21874730271306,32,495
"117",1916,0.0868686868686869,"BvB",3.04988183779052,2.60708580662544,3.56788380376499,3.27688904078637,1.23004614216671,1.91522668947819,2,2.49694042455815,3.21874730271306,43,495
"118",1917,0.0909090909090909,"BvB",3.03395006053319,2.59660919914678,3.54495122825335,3.25386163483492,1.23841380299778,1.90933333333333,2,2.49296847235548,3.21497827776843,45,495
"119",1918,0.0909090909090909,"BvB",3.02076101334553,2.58681120880016,3.52750794828229,3.24640600839882,1.24678146382885,1.8984375,2,2.48850078692115,3.21497827776843,45,495
"120",1919,0.0909090909090909,"BvB",3.00912484121211,2.57843637348728,3.51175324824996,3.24121069868594,1.24678146382885,1.8887171561051,2,2.48850078692115,3.21497827776843,45,495
"121",1920,0.0909090909090909,"BvB",2.99685084489852,2.56963277532157,3.49509668183814,3.23491443579704,1.25514912465991,1.8887171561051,2,2.48403310148682,3.21120925282381,45,495
"122",1921,0.0909090909090909,"BvB",2.98101384594968,2.55792137278142,3.47408784503832,3.2229728529815,1.25514912465991,1.87234042553191,2,2.48403310148682,3.21120925282381,45,495
"123",1922,0.0909090909090909,"BvB",2.96673211949489,2.54769758174472,3.45468768817341,3.21342998324994,1.25514912465991,1.8515625,2,2.48403310148682,3.41895455626671,45,495
"124",1923,0.0909090909090909,"BvB",2.95111029189227,2.53651175859299,3.43347588490715,3.20178442727422,1.26351678549098,1.84,2,2.4839748247105,3.44802445904154,45,495
"125",1924,0.0909090909090909,"BvB",2.9360494275858,2.52601726843572,3.41263947358729,3.19105693884723,1.25514912465991,1.83466666666667,2,2.47956541605249,3.40527873804165,45,495
"126",1925,0.0909090909090909,"BvB",2.9178053337932,2.51304069814399,3.38776366502929,3.17538042704272,1.25514912465991,1.81,2,2.47956541605249,3.39844082892911,45,495
"127",1926,0.0909090909090909,"BvB",2.89372051402935,2.49533346122407,3.35571118787733,3.15056583845652,1.25514912465991,1.78723404255319,2,2.47702664338263,3.38476501070405,45,495
"128",1927,0.0929292929292929,"BvB",2.86776067051016,2.47672696678943,3.32053204636669,3.11714477110278,1.25514912465991,1.78571428571429,1.9972602739726,2.4735525527187,3.37792710159151,46,495
"129",1928,0.096969696969697,"BvB",2.84199996193195,2.45858411813836,3.28520945207159,3.08079548499354,1.24678146382885,1.78280374605666,1.99612648712453,2.4765589843856,3.36425128336645,48,495
"130",1929,0.096969696969697,"BvB",2.81772825480047,2.44042042596027,3.25337078539521,3.05429999275193,1.24678146382885,1.78445010332915,1.99612648712453,2.47482193905363,3.35057546514138,48,495
"131",1930,0.098989898989899,"BvB",2.7935672136641,2.42302199878304,3.22077875528104,3.02761235241108,1.24678146382885,1.80846463497046,1.99546485260771,2.47509773061817,3.33006173780378,49,495
"132",1931,0.103030303030303,"BvB",2.76400395199445,2.40124870406854,3.18156042466431,3.03816957549071,1.24678146382885,1.80423231748523,2,2.57700489987769,3.66666666666381,51,495
"133",1932,0.103030303030303,"BvB",2.7411210141606,2.38403276796652,3.15169510890647,3.01806797607897,1.2008281573499,1.80423231748523,2,2.58022613453217,3.65476190475906,51,495
"134",1933,0.103030303030303,"BvB",2.71517340669456,2.3644298676293,3.11794683756598,2.99353505331353,1.14699792960663,1.80078404162316,2,2.56821229326682,3.64285714285431,51,495
"135",1934,0.103030303030303,"BvB",2.69138804609531,2.34700009357468,3.08630989597966,2.97263102954931,1.11801242236025,1.80259892365583,2,2.5484301115431,3.64285714285431,51,495
"136",1935,0.107070707070707,"BvB",2.67299077666819,2.33530822869265,3.0595017841191,2.99672027927695,1.09730848861284,1.776,1.99546485260771,2.49337950815611,3.52018454304477,53,495
"137",1936,0.107070707070707,"BvB",2.64754216281398,2.31645730036963,3.02594807284351,2.97738004922371,1.06832298136646,1.768,1.99452054794521,2.49337950815611,3.52018454304477,53,495
"138",1937,0.107070707070707,"BvB",2.61648558100737,2.29307869281867,2.98550451716261,2.94996468994103,1,1.76266666666667,1.99452054794521,2.45743179677546,3.38523404998177,53,495
"139",1938,0.107070707070707,"BvB",2.58689305166263,2.27137200300996,2.94624379092121,2.9254811316989,0.927536231884058,1.75466666666667,1.99452054794521,2.44829161801219,3.38523404998177,53,495
"140",1939,0.107070707070707,"BvB",2.55760707719758,2.25039509543467,2.90675800645026,2.90217216796662,0.819875776397516,1.752,1.99452054794521,2.44382393257786,3.38523404998177,53,495
"141",1940,0.117171717171717,"BvB",2.5275726045031,2.23088917891732,2.86371162288529,2.85443886970594,0.716356107660455,1.7568058076225,1.99612648712453,2.48584663955141,3.52018454304477,58,495
"142",1941,0.117171717171717,"BvB",2.49264921484315,2.20441626250236,2.81856934824328,2.8231659289366,0.782,1.76043557168784,1.99504788459207,2.47485130066259,3.51211072528549,58,495
"143",1942,0.117171717171717,"BvB",2.46796603428913,2.18743792275385,2.78447049081824,2.80827436458367,0.734,1.76266666666667,1.98951691114074,2.47485130066259,3.48841220054714,58,495
"144",1943,0.117171717171717,"BvB",2.43687151755021,2.16538292622875,2.74239845577324,2.7843590958057,0.65424430641822,1.69133858267717,1.98950833598811,2.48584663955141,3.60714285714005,58,495
"145",1944,0.121212121212121,"BvB",2.41444265018663,2.15224357274693,2.7085843743977,2.73148528692032,0.651,1.68366560562908,1.98362737236033,2.46036760063031,3.5952380952353,60,495
"146",1945,0.141414141414141,"BvB",2.39010588326042,2.13981573779132,2.66967198731445,2.66600226827739,0.587991718426501,1.65000000000019,1.99547638264345,2.40276825307047,3.47942144745295,70,495
"147",1946,0.147474747474747,"BvB",2.37221354552346,2.12926856793479,2.64287802408274,2.64624305553164,0.99471830982988,1.68985507246396,1.96551724137931,2.42595319084055,3.48809523809252,73,495
